row_id,booking,arrival,resolved,lead_time,arrival_month,stays_in_weekend_nights,stays_in_week_nights,hotel,meal,market_segment,distribution_channel,reserved_room_type,customer_type,target
91116,2016-06-11,2016-06-14,2016-06-17,3,6,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91179,2016-06-11,2016-06-12,2016-06-17,1,6,2,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91230,2016-06-11,2016-06-13,2016-06-19,2,6,1,5,City Hotel,BB,Offline TA/TO,TA/TO,D,Transient,0
91562,2016-06-11,2016-06-20,2016-06-23,9,6,1,2,City Hotel,HB,Online TA,TA/TO,A,Transient,0
91666,2016-06-11,2016-06-21,2016-06-24,10,6,0,3,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91943,2016-06-11,2016-06-27,2016-06-28,16,6,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91989,2016-06-11,2016-06-26,2016-06-29,15,6,2,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92662,2016-06-11,2016-07-08,2016-07-10,27,7,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
93383,2016-06-11,2016-07-19,2016-07-21,38,7,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
93396,2016-06-11,2016-07-19,2016-07-21,38,7,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
93840,2016-06-11,2016-07-27,2016-07-28,46,7,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
94660,2016-06-11,2016-08-06,2016-08-08,56,8,1,1,City Hotel,BB,Online TA,TA/TO,F,Transient,0
94683,2016-06-11,2016-08-06,2016-08-08,56,8,1,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
94759,2016-06-11,2016-08-02,2016-08-09,52,8,2,5,City Hotel,BB,Online TA,TA/TO,A,Transient,0
7120,2016-06-12,2016-07-22,2016-06-12,40,7,2,4,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
25057,2016-06-12,2016-06-12,2016-06-13,0,6,1,0,Resort Hotel,BB,Direct,Direct,A,Transient,0
25080,2016-06-12,2016-06-12,2016-06-14,0,6,2,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25108,2016-06-12,2016-06-14,2016-06-15,2,6,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25397,2016-06-12,2016-06-21,2016-06-26,9,6,0,5,Resort Hotel,BB,Online TA,TA/TO,H,Transient,0
25453,2016-06-12,2016-06-25,2016-06-28,13,6,2,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25619,2016-06-12,2016-06-30,2016-07-04,18,6,1,3,Resort Hotel,HB,Direct,Direct,F,Transient,0
25871,2016-06-12,2016-07-12,2016-07-14,30,7,0,2,Resort Hotel,BB,Online TA,TA/TO,E,Transient,0
26093,2016-06-12,2016-07-16,2016-07-21,34,7,2,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
53462,2016-06-12,2016-06-20,2016-06-12,8,6,1,3,City Hotel,SC,Online TA,TA/TO,A,Transient,1
53614,2016-06-12,2016-06-26,2016-06-12,14,6,1,0,City Hotel,SC,Online TA,TA/TO,A,Transient,1
54005,2016-06-12,2016-07-05,2016-07-05,23,7,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,1
54332,2016-06-12,2016-07-13,2016-07-04,31,7,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,1
54551,2016-06-12,2016-07-20,2016-06-29,38,7,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
55097,2016-06-12,2016-08-04,2016-06-12,53,8,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
90841,2016-06-12,2016-06-12,2016-06-13,0,6,1,0,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
90846,2016-06-12,2016-06-12,2016-06-13,0,6,1,0,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
90923,2016-06-12,2016-06-12,2016-06-13,0,6,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
90932,2016-06-12,2016-06-12,2016-06-14,0,6,2,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
90948,2016-06-12,2016-06-13,2016-06-14,1,6,1,0,City Hotel,SC,Online TA,TA/TO,A,Transient,0
90965,2016-06-12,2016-06-13,2016-06-14,1,6,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
90990,2016-06-12,2016-06-13,2016-06-15,1,6,1,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91001,2016-06-12,2016-06-13,2016-06-15,1,6,1,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91012,2016-06-12,2016-06-13,2016-06-15,1,6,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91014,2016-06-12,2016-06-14,2016-06-15,2,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
91029,2016-06-12,2016-06-14,2016-06-15,2,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91040,2016-06-12,2016-06-14,2016-06-15,2,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91061,2016-06-12,2016-06-14,2016-06-16,2,6,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91151,2016-06-12,2016-06-16,2016-06-17,4,6,0,1,City Hotel,BB,Online TA,TA/TO,B,Transient,0
91195,2016-06-12,2016-06-15,2016-06-18,3,6,0,3,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91214,2016-06-12,2016-06-16,2016-06-18,4,6,0,2,City Hotel,BB,Online TA,TA/TO,F,Transient,0
91371,2016-06-12,2016-06-19,2016-06-20,7,6,1,0,City Hotel,BB,Online TA,TA/TO,D,Transient,0
91410,2016-06-12,2016-06-16,2016-06-21,4,6,2,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91514,2016-06-12,2016-06-19,2016-06-23,7,6,2,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
91628,2016-06-12,2016-06-21,2016-06-24,9,6,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91630,2016-06-12,2016-06-20,2016-06-24,8,6,1,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91902,2016-06-12,2016-06-26,2016-06-27,14,6,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91910,2016-06-12,2016-06-26,2016-06-27,14,6,1,0,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92094,2016-06-12,2016-06-29,2016-07-01,17,6,0,2,City Hotel,BB,Direct,Direct,G,Transient,0
92252,2016-06-12,2016-06-30,2016-07-03,18,6,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92311,2016-06-12,2016-07-01,2016-07-04,19,7,1,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92329,2016-06-12,2016-06-30,2016-07-05,18,6,2,3,City Hotel,SC,Online TA,TA/TO,A,Transient,0
92522,2016-06-12,2016-07-07,2016-07-08,25,7,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92920,2016-06-12,2016-07-12,2016-07-14,30,7,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
93016,2016-06-12,2016-07-15,2016-07-16,33,7,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
93736,2016-06-12,2016-07-24,2016-07-26,42,7,2,0,City Hotel,BB,Online TA,TA/TO,D,Transient,0
93895,2016-06-12,2016-07-27,2016-07-28,45,7,0,1,City Hotel,BB,Online TA,TA/TO,G,Transient,0
94758,2016-06-12,2016-08-05,2016-08-09,54,8,2,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
94843,2016-06-12,2016-08-04,2016-08-11,53,8,2,5,City Hotel,BB,Direct,Direct,A,Transient,0
6493,2016-06-13,2016-06-13,2016-06-13,0,6,1,3,Resort Hotel,BB,Online TA,TA/TO,E,Transient,1
6682,2016-06-13,2016-06-24,2016-06-24,11,6,0,1,Resort Hotel,BB,Direct,Direct,H,Transient,1
6852,2016-06-13,2016-07-07,2016-06-23,24,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
6935,2016-06-13,2016-07-12,2016-06-18,29,7,1,5,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
7166,2016-06-13,2016-07-25,2016-06-21,42,7,1,1,Resort Hotel,BB,Online TA,TA/TO,E,Transient,1
7170,2016-06-13,2016-07-25,2016-06-21,42,7,1,1,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
14427,2016-06-13,2016-06-14,2016-06-15,1,6,0,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
17925,2016-06-13,2016-06-13,2016-06-14,0,6,1,0,Resort Hotel,BB,Direct,Direct,D,Transient,0
25083,2016-06-13,2016-06-13,2016-06-14,0,6,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25086,2016-06-13,2016-06-13,2016-06-14,0,6,1,0,Resort Hotel,BB,Direct,Direct,F,Transient,0
25094,2016-06-13,2016-06-14,2016-06-15,1,6,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25103,2016-06-13,2016-06-13,2016-06-15,0,6,1,1,Resort Hotel,BB,Direct,Direct,A,Transient,0
25115,2016-06-13,2016-06-13,2016-06-15,0,6,1,1,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
25225,2016-06-13,2016-06-17,2016-06-19,4,6,0,2,Resort Hotel,HB,Online TA,TA/TO,E,Transient,0
25281,2016-06-13,2016-06-26,2016-06-27,13,6,1,0,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
25411,2016-06-13,2016-06-25,2016-06-26,12,6,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25430,2016-06-13,2016-06-25,2016-06-27,12,6,1,1,Resort Hotel,HB,Online TA,TA/TO,G,Transient,0
25611,2016-06-13,2016-07-01,2016-07-04,18,7,1,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
26004,2016-06-13,2016-07-16,2016-07-18,33,7,1,1,Resort Hotel,HB,Direct,Direct,E,Transient,0
26102,2016-06-13,2016-07-21,2016-07-22,38,7,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
26145,2016-06-13,2016-07-19,2016-07-23,36,7,0,4,Resort Hotel,BB,Direct,Direct,C,Transient,0
26232,2016-06-13,2016-07-21,2016-07-25,38,7,1,3,Resort Hotel,BB,Online TA,TA/TO,G,Transient-Party,0
26238,2016-06-13,2016-07-21,2016-07-25,38,7,1,3,Resort Hotel,BB,Online TA,TA/TO,G,Transient-Party,0
26561,2016-06-13,2016-08-03,2016-08-04,51,8,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
52857,2016-06-13,2016-06-13,2016-06-13,0,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,1
53114,2016-06-13,2016-06-15,2016-06-14,2,6,0,3,City Hotel,BB,Direct,Direct,E,Transient,1
53624,2016-06-13,2016-06-26,2016-06-22,13,6,2,0,City Hotel,BB,Online TA,TA/TO,A,Transient,1
53825,2016-06-13,2016-06-30,2016-06-15,17,6,0,3,City Hotel,BB,Online TA,TA/TO,A,Transient,1
53942,2016-06-13,2016-07-02,2016-06-16,19,7,2,2,City Hotel,SC,Online TA,TA/TO,A,Transient,1
54168,2016-06-13,2016-07-07,2016-07-05,24,7,1,3,City Hotel,BB,Direct,Direct,E,Transient,1
54414,2016-06-13,2016-07-15,2016-06-14,32,7,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,1
82413,2016-06-13,2016-06-14,2016-06-15,1,6,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
88764,2016-06-13,2016-06-15,2016-06-16,2,6,0,1,City Hotel,BB,Corporate,Corporate,D,Transient,0
91002,2016-06-13,2016-06-13,2016-06-15,0,6,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91019,2016-06-13,2016-06-14,2016-06-15,1,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91022,2016-06-13,2016-06-13,2016-06-15,0,6,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91034,2016-06-13,2016-06-14,2016-06-15,1,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91044,2016-06-13,2016-06-14,2016-06-16,1,6,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91045,2016-06-13,2016-06-13,2016-06-16,0,6,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
91078,2016-06-13,2016-06-13,2016-06-17,0,6,1,3,City Hotel,BB,Online TA,TA/TO,F,Transient,0
91152,2016-06-13,2016-06-16,2016-06-17,3,6,0,1,City Hotel,BB,Online TA,TA/TO,B,Transient,0
91207,2016-06-13,2016-06-14,2016-06-18,1,6,0,4,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91210,2016-06-13,2016-06-14,2016-06-18,1,6,0,4,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91300,2016-06-13,2016-06-17,2016-06-20,4,6,1,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91357,2016-06-13,2016-06-19,2016-06-20,6,6,1,0,City Hotel,BB,Online TA,TA/TO,D,Transient,0
91361,2016-06-13,2016-06-18,2016-06-20,5,6,1,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91549,2016-06-13,2016-06-18,2016-06-23,5,6,2,3,City Hotel,BB,Direct,Direct,D,Transient,0
91575,2016-06-13,2016-06-20,2016-06-24,7,6,1,3,City Hotel,SC,Offline TA/TO,TA/TO,A,Transient,0
91613,2016-06-13,2016-06-22,2016-06-24,9,6,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91625,2016-06-13,2016-06-23,2016-06-24,10,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92316,2016-06-13,2016-07-01,2016-07-04,18,7,1,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92492,2016-06-13,2016-07-05,2016-07-07,22,7,0,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
92611,2016-06-13,2016-06-30,2016-07-09,17,6,2,7,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92756,2016-06-13,2016-07-08,2016-07-11,25,7,1,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
93602,2016-06-13,2016-07-23,2016-07-24,40,7,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
93647,2016-06-13,2016-07-20,2016-07-24,37,7,0,4,City Hotel,SC,Online TA,TA/TO,A,Transient,0
94950,2016-06-13,2016-08-11,2016-08-12,59,8,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
6588,2016-06-14,2016-06-19,2016-06-17,5,6,2,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
6863,2016-06-14,2016-07-08,2016-06-15,24,7,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
7102,2016-06-14,2016-07-21,2016-07-10,37,7,2,3,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
7236,2016-06-14,2016-07-30,2016-06-22,46,7,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
7351,2016-06-14,2016-08-05,2016-07-06,52,8,0,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,1
7422,2016-06-14,2016-08-08,2016-06-14,55,8,1,4,Resort Hotel,BB,Online TA,TA/TO,G,Transient,1
13827,2016-06-14,2016-06-21,2016-06-22,7,6,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
14016,2016-06-14,2016-06-15,2016-06-16,1,6,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
20916,2016-06-14,2016-06-17,2016-06-19,3,6,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
23802,2016-06-14,2016-06-21,2016-06-22,7,6,0,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
25192,2016-06-14,2016-06-15,2016-06-18,1,6,0,3,Resort Hotel,BB,Direct,Direct,A,Transient,0
25227,2016-06-14,2016-06-18,2016-06-19,4,6,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25233,2016-06-14,2016-06-17,2016-06-19,3,6,0,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25285,2016-06-14,2016-06-19,2016-06-21,5,6,2,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
25286,2016-06-14,2016-06-19,2016-06-21,5,6,2,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
25319,2016-06-14,2016-06-21,2016-06-22,7,6,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25445,2016-06-14,2016-06-27,2016-06-28,13,6,1,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
25457,2016-06-14,2016-06-25,2016-06-28,11,6,2,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25622,2016-06-14,2016-06-27,2016-07-04,13,6,2,5,Resort Hotel,BB,Direct,Direct,H,Transient,0
25646,2016-06-14,2016-06-30,2016-07-05,16,6,2,3,Resort Hotel,BB,Direct,Direct,F,Transient,0
25734,2016-06-14,2016-07-06,2016-07-09,22,7,0,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient-Party,0
25735,2016-06-14,2016-07-06,2016-07-09,22,7,0,3,Resort Hotel,BB,Online TA,TA/TO,A,Transient-Party,0
25903,2016-06-14,2016-07-11,2016-07-15,27,7,1,3,Resort Hotel,BB,Online TA,TA/TO,H,Transient,0
26056,2016-06-14,2016-07-18,2016-07-20,34,7,1,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
26410,2016-06-14,2016-07-28,2016-07-31,44,7,0,3,Resort Hotel,BB,Online TA,TA/TO,C,Transient,0
26846,2016-06-14,2016-08-08,2016-08-13,55,8,1,4,Resort Hotel,BB,Online TA,TA/TO,H,Transient,0
26893,2016-06-14,2016-08-09,2016-08-14,56,8,0,5,Resort Hotel,HB,Online TA,TA/TO,D,Transient,0
26967,2016-06-14,2016-08-09,2016-08-16,56,8,2,5,Resort Hotel,BB,Direct,Direct,C,Transient,0
27036,2016-06-14,2016-08-12,2016-08-18,59,8,2,4,Resort Hotel,HB,Online TA,TA/TO,G,Transient,0
53545,2016-06-14,2016-06-23,2016-06-14,9,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,1
53739,2016-06-14,2016-06-28,2016-06-24,14,6,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,1
53995,2016-06-14,2016-07-04,2016-06-27,20,7,1,5,City Hotel,SC,Online TA,TA/TO,A,Transient,1
54233,2016-06-14,2016-07-09,2016-07-09,25,7,2,1,City Hotel,SC,Online TA,TA/TO,A,Transient,1
54388,2016-06-14,2016-07-14,2016-06-27,30,7,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,1
54485,2016-06-14,2016-07-17,2016-06-29,33,7,2,3,City Hotel,BB,Online TA,TA/TO,D,Transient,1
54955,2016-06-14,2016-08-01,2016-06-30,48,8,1,1,City Hotel,BB,Online TA,TA/TO,D,Transient,1
77594,2016-06-14,2016-06-16,2016-06-17,2,6,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
81386,2016-06-14,2016-07-04,2016-07-06,20,7,1,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
81422,2016-06-14,2016-06-14,2016-06-15,0,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
90995,2016-06-14,2016-06-14,2016-06-15,0,6,0,1,City Hotel,BB,Direct,Direct,A,Transient,0
91038,2016-06-14,2016-06-14,2016-06-15,0,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91039,2016-06-14,2016-06-14,2016-06-15,0,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91058,2016-06-14,2016-06-15,2016-06-16,1,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91178,2016-06-14,2016-06-16,2016-06-17,2,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91190,2016-06-14,2016-06-16,2016-06-18,2,6,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91194,2016-06-14,2016-06-16,2016-06-18,2,6,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
91203,2016-06-14,2016-06-17,2016-06-18,3,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91208,2016-06-14,2016-06-15,2016-06-18,1,6,0,3,City Hotel,BB,Online TA,TA/TO,D,Transient,0
91274,2016-06-14,2016-06-15,2016-06-19,1,6,0,4,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91363,2016-06-14,2016-06-17,2016-06-20,3,6,1,2,City Hotel,SC,Offline TA/TO,TA/TO,A,Transient,0
91372,2016-06-14,2016-06-16,2016-06-20,2,6,1,3,City Hotel,SC,Offline TA/TO,TA/TO,A,Transient,0
91374,2016-06-14,2016-06-18,2016-06-20,4,6,1,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
91391,2016-06-14,2016-06-20,2016-06-21,6,6,1,0,City Hotel,BB,Complementary,Direct,D,Transient,0
91615,2016-06-14,2016-06-22,2016-06-24,8,6,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
91627,2016-06-14,2016-06-23,2016-06-24,9,6,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92390,2016-06-14,2016-07-05,2016-07-06,21,7,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
92466,2016-06-14,2016-07-03,2016-07-07,19,7,2,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
92500,2016-06-14,2016-06-30,2016-07-07,16,6,2,5,City Hotel,BB,Online TA,TA/TO,A,Transient,0
92509,2016-06-14,2016-07-06,2016-07-08,22,7,0,2,City Hotel,SC,Online TA,TA/TO,A,Transient,0
92645,2016-06-14,2016-07-05,2016-07-10,21,7,0,5,City Hotel,SC,Online TA,TA/TO,A,Transient,0
92646,2016-06-14,2016-07-05,2016-07-10,21,7,0,5,City Hotel,SC,Online TA,TA/TO,A,Transient,0
92838,2016-06-14,2016-07-11,2016-07-13,27,7,1,1,City Hotel,SC,Online TA,TA/TO,A,Transient,0
93202,2016-06-14,2016-07-14,2016-07-18,30,7,1,3,City Hotel,SC,Offline TA/TO,TA/TO,A,Transient,0
93456,2016-06-14,2016-07-20,2016-07-22,36,7,0,2,City Hotel,BB,Online TA,TA/TO,D,Transient,0
93798,2016-06-14,2016-07-23,2016-07-27,39,7,2,2,City Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
94580,2016-06-14,2016-08-06,2016-08-07,53,8,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
94581,2016-06-14,2016-08-06,2016-08-07,53,8,0,1,City Hotel,BB,Online TA,TA/TO,D,Transient,0
94947,2016-06-14,2016-08-10,2016-08-12,57,8,0,2,City Hotel,BB,Online TA,TA/TO,A,Transient,0
95199,2016-06-14,2016-08-13,2016-08-16,60,8,2,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
6866,2016-06-15,2016-07-08,2016-06-22,23,7,1,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,1
6868,2016-06-15,2016-07-08,2016-06-15,23,7,1,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,1
6913,2016-06-15,2016-07-11,2016-06-21,26,7,1,4,Resort Hotel,BB,Offline TA/TO,TA/TO,C,Transient,1
7209,2016-06-15,2016-07-27,2016-06-15,42,7,2,5,Resort Hotel,BB,Online TA,TA/TO,D,Transient,1
7224,2016-06-15,2016-07-29,2016-06-16,44,7,0,2,Resort Hotel,HB,Online TA,TA/TO,A,Transient,1
7322,2016-06-15,2016-08-02,2016-06-19,48,8,2,9,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
7547,2016-06-15,2016-08-14,2016-06-24,60,8,1,0,Resort Hotel,BB,Online TA,TA/TO,A,Transient,1
14589,2016-06-15,2016-06-29,2016-06-30,14,6,0,1,Resort Hotel,BB,Offline TA/TO,TA/TO,A,Transient,0
19361,2016-06-15,2016-06-20,2016-06-21,5,6,1,0,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
20423,2016-06-15,2016-06-20,2016-06-22,5,6,1,1,Resort Hotel,BB,Corporate,Corporate,A,Transient,0
20832,2016-06-15,2016-06-15,2016-06-16,0,6,0,1,Resort Hotel,BB,Direct,TA/TO,A,Transient,0
20835,2016-06-15,2016-06-15,2016-06-16,0,6,0,1,Resort Hotel,BB,Direct,TA/TO,A,Transient,0
25116,2016-06-15,2016-06-15,2016-06-16,0,6,0,1,Resort Hotel,BB,Direct,TA/TO,G,Transient,0
25226,2016-06-15,2016-06-18,2016-06-19,3,6,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25265,2016-06-15,2016-06-20,2016-06-23,5,6,1,2,Resort Hotel,BB,Direct,Direct,F,Transient,0
25284,2016-06-15,2016-06-20,2016-06-21,5,6,1,0,Resort Hotel,BB,Direct,Direct,A,Transient,0
25390,2016-06-15,2016-06-23,2016-06-25,8,6,0,2,Resort Hotel,BB,Direct,Direct,H,Transient,0
25404,2016-06-15,2016-06-25,2016-06-26,10,6,0,1,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
25413,2016-06-15,2016-06-25,2016-06-26,10,6,0,1,Resort Hotel,BB,Online TA,TA/TO,G,Transient,0
25547,2016-06-15,2016-06-18,2016-07-02,3,6,4,10,Resort Hotel,HB,Offline TA/TO,TA/TO,A,Contract,0
25668,2016-06-15,2016-07-02,2016-07-06,17,7,2,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
26706,2016-06-15,2016-08-07,2016-08-08,53,8,1,0,Resort Hotel,BB,Online TA,TA/TO,G,Transient-Party,0
26723,2016-06-15,2016-08-05,2016-08-09,51,8,2,2,Resort Hotel,BB,Online TA,TA/TO,A,Transient,0
53454,2016-06-15,2016-06-20,2016-06-20,5,6,1,3,City Hotel,BB,Online TA,TA/TO,D,Transient,1
53542,2016-06-15,2016-06-23,2016-06-21,8,6,0,1,City Hotel,SC,Online TA,TA/TO,A,Transient,1
53622,2016-06-15,2016-06-26,2016-06-19,11,6,2,0,City Hotel,BB,Online TA,TA/TO,A,Transient,1
53669,2016-06-15,2016-06-27,2016-06-20,12,6,1,0,City Hotel,SC,Online TA,TA/TO,A,Transient,1
78318,2016-06-15,2016-07-11,2016-07-06,26,7,1,0,City Hotel,BB,Corporate,Corporate,A,Transient,1
78320,2016-06-15,2016-07-19,2016-07-18,34,7,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,1
79499,2016-06-15,2016-07-11,2016-07-06,26,7,1,0,City Hotel,BB,Corporate,Corporate,A,Transient,1
80171,2016-06-15,2016-07-11,2016-07-12,26,7,1,0,City Hotel,BB,Corporate,Corporate,A,Transient,0
84785,2016-06-15,2016-06-22,2016-06-23,7,6,0,1,City Hotel,BB,Corporate,Corporate,A,Transient,0
91050,2016-06-15,2016-06-15,2016-06-16,0,6,0,1,City Hotel,BB,Corporate,Direct,A,Transient,0
91068,2016-06-15,2016-06-15,2016-06-16,0,6,0,1,City Hotel,BB,Complementary,Direct,A,Transient,0
91172,2016-06-15,2016-06-15,2016-06-17,0,6,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
91175,2016-06-15,2016-06-15,2016-06-17,0,6,0,2,City Hotel,HB,Offline TA/TO,TA/TO,A,Transient-Party,0
91217,2016-06-15,2016-06-17,2016-06-18,2,6,0,1,City Hotel,BB,Online TA,TA/TO,A,Transient,0
91291,2016-06-15,2016-06-17,2016-06-19,2,6,0,2,City Hotel,BB,Direct,Direct,A,Transient,0
91403,2016-06-15,2016-06-20,2016-06-21,5,6,1,0,City Hotel,BB,Corporate,Corporate,A,Transient,0
91483,2016-06-15,2016-06-17,2016-06-22,2,6,2,3,City Hotel,HB,Offline TA/TO,TA/TO,D,Transient,0
